date,degree_assortativity
2022-05-06,0.2968845409816146
2022-05-07,0.30249665316598423
2022-05-08,0.29915855352089277
2022-05-09,0.2925905910354354
2022-05-10,0.30407126354259323
2022-05-11,0.3142618053769158
2022-05-12,0.3248025215700232
2022-05-13,0.3233877064055848
2022-05-14,0.32490336471814935
2022-05-15,0.32586024682730175
2022-05-16,0.32696315476454696
2022-05-17,0.3115990812173741
2022-05-18,0.31050003614557037
2022-05-19,0.29009259149964706
2022-05-20,0.29013252634758396
2022-05-21,0.29743677582604444
2022-05-22,0.2973475270773208
2022-05-23,0.29519801430175974
2022-05-24,0.29154559916604883
2022-05-25,0.2783092074652208
2022-05-26,0.27830133754752473
2022-05-27,0.287357126393915
2022-05-28,0.2944882555272487
2022-05-29,0.2913074784005266
2022-05-30,0.28389710489539005
2022-05-31,0.2865344370265791
2022-06-01,0.2770614235341485
2022-06-02,0.28350222850212564
2022-06-03,0.2879058400459498
2022-06-04,0.29020196604773596
2022-06-05,0.29198418360410955
2022-06-06,0.29255660427979496
2022-06-07,0.2831495063356652
2022-06-08,0.27931840478675724
2022-06-09,0.28079763015547693
2022-06-10,0.28252648126667296
2022-06-11,0.2786229663339602
2022-06-12,0.27705349843664784
2022-06-13,0.2800689782370894
2022-06-14,0.2816765576100761
2022-06-15,0.26238193292338846
2022-06-16,0.26341224032585875
2022-06-17,0.2704081792891401
2022-06-18,0.27834051993796344
2022-06-19,0.2785629739380996
2022-06-20,0.28086925127631934
2022-06-21,0.26005579587102196
2022-06-22,0.25966841045591027
2022-06-23,0.269775663852648
2022-06-24,0.2692948492334822
2022-06-25,0.26891646533366
2022-06-26,0.26584742100536285
2022-06-27,0.2621437815958279
2022-06-28,0.271919066058824
2022-06-29,0.2702616229652774
2022-06-30,0.2789065946454526
2022-07-01,0.27833785898224783
